,ano,cnpjCpfFornecedor,codDocumento,codLote,codTipoDocumento,dataDocumento,mes,nomeFornecedor,numDocumento,numRessarcimento,parcela,tipoDespesa,tipoDocumento,urlDocumento,valorDocumento,valorGlosa,valorLiquido,id_dep
42,2015,00306597006308,5772233,1220275,0,2015-07-06,7,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,023127,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772233.pdf,100.0,0.0,100.0,178957
43,2015,00306597006308,5772273,1220275,0,2015-08-12,8,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,024562,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772273.pdf,100.0,0.0,100.0,178957
44,2015,00306597006308,5772307,1220276,0,2015-08-20,8,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,024866,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772307.pdf,100.0,0.0,100.0,178957
45,2015,00306597006308,5658618,1184294,0,2015-04-14,4,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,14120,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5658618.pdf,130.0,0.0,130.0,178957
46,2015,00306597006308,5683200,1192297,0,2015-04-14,4,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,194489,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5683200.pdf,20.0,0.0,20.0,178957
47,2015,00306597007614,5658634,1184294,0,2015-03-18,3,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA.,031901,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5658634.pdf,120.0,0.0,120.0,178957
48,2015,00306597007614,5682916,1192297,0,2015-04-24,4,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA.,034639,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5682916.pdf,100.0,0.0,100.0,178957
49,2015,00306597007614,5718996,1203854,0,2015-05-15,5,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,036190,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5718996.pdf,50.0,0.0,50.0,178957
50,2015,00306597007614,5719162,1203868,0,2015-06-10,6,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,038134,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5719162.pdf,40.0,0.0,40.0,178957
51,2015,00306597007614,5719169,1203868,0,2015-06-11,6,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,038209,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5719169.pdf,60.0,0.0,60.0,178957
52,2015,00306597007614,5719174,1203868,0,2015-06-15,6,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,038541,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5719174.pdf,35.0,0.0,35.0,178957
53,2015,00306597007614,5719179,1203868,0,2015-06-16,6,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.,038605,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5719179.pdf,40.0,0.0,40.0,178957
54,2015,00306597007614,5601334,1166495,0,2015-02-02,2,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA.,22824,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5601334.pdf,175.0,0.0,175.0,178957
55,2015,00306597007614,5601337,1166495,0,2015-02-04,2,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA.,22868,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5601337.pdf,100.0,0.0,100.0,178957
56,2015,00306597007614,5658603,1184294,0,2015-02-26,2,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA.,23189,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5658603.pdf,165.0,0.0,165.0,178957
57,2015,84057447000197,5835787,1239444,0,2015-10-30,10,GOMES E GONTIJO LTDA,42070,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5835787.pdf,4300.0,414.04,3885.96,178957
58,2015,84057447000197,5862662,1247745,0,2015-12-01,11,GOMES E GONTIJO LTDA,42707,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5862662.pdf,4400.0,537.12,3862.88,178957
59,2015,84057447000197,5886367,1255362,0,2015-12-29,12,GOMES E GONTIJO LTDA,43119,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5886367.pdf,4300.0,0.0,4300.0,178957
60,2015,08962975000293,5658626,1184294,0,2015-04-01,4,JRM COMERCIO DE DERIVADO DE PETROLEO,014774,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5658626.pdf,100.0,0.0,100.0,178957
61,2015,02072286000650,5772333,1220276,0,2015-08-26,8,PETROIL COMBUSTIVEIS LTDA,296358,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772333.pdf,20.0,0.0,20.0,178957
62,2015,84010040004363,5830351,1237765,0,2015-10-13,10,PIONEIRA COMBUSTIVEIS LTDA,307,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5830351.pdf,1668.04,0.0,1668.04,178957
63,2015,84010040004363,5862654,1247745,0,2015-11-17,11,PIONEIRA COMBUSTIVEIS LTDA,332,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5862654.pdf,1584.1,0.0,1584.1,178957
64,2015,84010040004363,5929270,1268981,0,2016-01-04,12,PIONEIRA COMBUSTIVEIS LTDA,382,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2016/5929270.pdf,1233.7,0.0,1233.7,178957
65,2015,05246123000120,5719098,1203854,0,2015-05-19,5,POSTO  VIA ESTRUTURAL,495482,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5719098.pdf,25.0,0.0,25.0,178957
66,2015,04473193000159,5719103,1203854,0,2015-05-19,5,POSTO DA TORRE EIRELI EPP,030196,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5719103.pdf,25.0,0.0,25.0,178957
67,2015,04473193000159,5772252,1220275,0,2015-07-08,7,POSTO DA TORRE EIRELI EPP,033860,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772252.pdf,35.0,0.0,35.0,178957
68,2015,10750039000180,5719185,1203868,0,2015-06-16,6,POSTO DISBRAVE IMPERIAL LTDA,339532,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5719185.pdf,170.0,0.0,170.0,178957
69,2015,10750039000180,5719190,1203868,0,2015-06-24,6,POSTO DISBRAVE IMPERIAL LTDA,343161,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5719190.pdf,160.0,0.0,160.0,178957
70,2015,10750039000180,5772220,1220275,0,2015-07-02,7,POSTO DISBRAVE IMPERIAL LTDA,347965,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772220.pdf,50.0,0.0,50.0,178957
71,2015,10750039000180,5772265,1220275,0,2015-07-09,7,POSTO DISBRAVE IMPERIAL LTDA,352070,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772265.pdf,20.0,0.0,20.0,178957
72,2015,10750039000180,5772260,1220275,0,2015-07-09,7,POSTO DISBRAVE IMPERIAL LTDA,352344,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772260.pdf,166.0,0.0,166.0,178957
73,2015,10750039000180,5772269,1220275,0,2015-08-11,8,POSTO DISBRAVE IMPERIAL LTDA,369391,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5772269.pdf,40.0,0.0,40.0,178957
74,2015,10750039000180,5804381,1229908,0,2015-09-15,9,POSTO DISBRAVE IMPERIAL LTDA,389397,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5804381.pdf,35.0,0.0,35.0,178957
75,2015,05083451000153,5844639,1242398,0,2015-11-03,11,POSTO SABADIN LTDA,141439,,0,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5844639.pdf,40.0,0.0,40.0,178957
76,2015,16871885000134,5851959,1244585,0,2015-11-13,11,ASPAR CENTRO DE SERVIÇOS PARLAMENTARES E GESTÃO DE MANDATOS,0185,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5851959.pdf,18000.0,0.0,18000.0,178957
77,2015,16871885000134,5887522,1255689,0,2015-12-30,12,ASPAR CENTRO DE SERVIÇOS PARLAMENTARES E GESTÃO DE MANDATOS,0189,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2016/5887522.pdf,18000.0,0.0,18000.0,178957
78,2015,16871885000134,5920934,1266231,0,2015-12-30,12,ASPAR CENTRO DE SERVIÇOS PARLAMENTARES E GESTÃO DE MANDATOS,0191,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2016/5920934.pdf,18000.0,0.0,18000.0,178957
79,2015,16923719000134,5761747,1217319,0,2015-08-11,7,EFZ COMERCIO E REPRESENTAÇÃO LTDA,1937,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5761747.pdf,20000.0,0.0,20000.0,178957
80,2015,16923719000134,5793677,1226779,0,2015-09-16,8,EFZ COMERCIO E REPRESENTAÇÃO LTDA,1948,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5793677.pdf,20000.0,0.0,20000.0,178957
81,2015,16923719000134,5868694,1249639,0,2015-11-30,10,EFZ COMERCIO E REPRESENTAÇÃO LTDA,1990,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5868694.pdf,20000.0,0.0,20000.0,178957
82,2015,16923719000134,5887581,1255712,0,2016-01-04,12,EFZ COMERCIO E REPRESENTAÇÃO LTDA,2019,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2016/5887581.pdf,15000.0,0.0,15000.0,178957
83,2015,09021305000154,5850938,1244337,0,2015-11-13,9,F. DA S. RABELO EPP,00000003,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5850938.pdf,40000.0,0.0,40000.0,178957
84,2015,09021305000154,5850900,1244340,0,2015-11-16,10,F. DA S. RABELO EPP,00000004,,0,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5850900.pdf,40000.0,0.0,40000.0,178957
85,2015,15063439000130,5761791,1217323,0,2015-08-11,6,UP COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,2016,,0,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5761791.pdf,30000.0,0.0,30000.0,178957
86,2015,15063439000130,5825849,1236528,0,2015-10-22,10,UP COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,2018,,0,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,Nota Fiscal,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3074/2015/5825849.pdf,50000.0,0.0,50000.0,178957
