,ano,cnpjCpfFornecedor,codDocumento,codLote,codTipoDocumento,dataDocumento,mes,nomeFornecedor,numDocumento,numRessarcimento,parcela,tipoDespesa,tipoDocumento,urlDocumento,valorDocumento,valorGlosa,valorLiquido,id_dep
15,2009,33530486000129,1609906,404469,0,2009-05-24,5,EMBRATEL,000185523,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,11.15,0.0,11.15,73441
16,2009,33530486000129,1585987,396167,0,2009-04-24,4,EMBRATEL,000188912,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,11.49,0.0,11.49,73441
17,2009,33530486000129,1623356,408718,0,2009-06-24,6,EMBRATEL,157737,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,203.33,0.0,203.33,73441
18,2009,33530486000129,1573067,391817,0,2009-03-24,3,EMBRATEL,162015,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,247.83,0.0,247.83,73441
19,2009,33530486000129,1573063,391817,0,2009-03-24,3,EMBRATEL,175561,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,41.89,0.0,41.89,73441
20,2009,33530486000129,1623357,408718,0,2009-06-24,6,EMBRATEL,177790,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,33.8,0.0,33.8,73441
21,2009,33530486000129,1623353,408718,0,2009-06-24,6,EMBRATEL,185415,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,44.37,0.0,44.37,73441
22,2009,33530486000129,1573060,391817,0,2009-03-24,3,EMBRATEL,185704,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,23.35,0.0,23.35,73441
23,2009,43283811000150,1771465,452105,0,2009-11-30,11,KALUNGA,289073,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,215.97,0.0,215.97,73441
24,2009,43283811000150,1771469,452109,0,2009-12-04,12,KALUNGA,290751,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,29.5,12.0,17.5,73441
25,2009,43283811000150,1771468,452109,0,2009-12-14,12,KALUNGA,294492,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,127.6,0.0,127.6,73441
26,2009,43283811000150,1771466,452108,0,2009-12-16,12,KALUNGA,295762,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,22.9,0.0,22.9,73441
27,2009,66970229000167,1609903,404467,0,2009-05-14,4,NEXTEL,000143421,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,973.63,0.0,973.63,73441
28,2009,66970229000167,1613752,405779,0,2009-04-15,3,NEXTEL,000145645,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,874.36,0.0,874.36,73441
29,2009,66970229000167,1707194,433197,0,2009-09-14,8,NEXTEL,000171152,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,874.98,0.0,874.98,73441
30,2009,66970229000167,1673671,423501,0,2009-08-14,7,NEXTEL,000172947,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,853.7,0.0,853.7,73441
31,2009,66970229000167,1648870,416089,0,2009-07-14,6,NEXTEL,000212880,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,924.71,0.0,924.71,73441
32,2009,66970229000167,1629406,410610,0,2009-06-14,5,NEXTEL,152844,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,897.22,0.0,897.22,73441
33,2009,00540252000103,1668773,422055,0,2009-08-29,8,PAPELARIA ABC,145645,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,160.75,46.96,113.79,73441
34,2009,00540252000103,1730519,440121,0,2009-11-30,11,PAPELARIA ABC,158169,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,277.01,28.93,248.08,73441
35,2009,46395000000139,1566265,389479,1,2009-02-20,2,PREFEITURA CIDADE SÃO PAULO,0461690042-6,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1123.12,0.0,1123.12,73441
36,2009,61244174000194,1658824,419016,0,2009-08-17,8,RELEVO ARAUJO,31616,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,800.0,0.0,800.0,73441
37,2009,43776517000180,1578406,393483,0,2009-03-25,3,SABESP,1351007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,62.6,0.0,62.6,73441
38,2009,43776517000180,1585925,396136,0,2009-04-24,4,SABESP,1352007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,52.42,0.0,52.42,73441
39,2009,43776517000180,1613744,405781,0,2009-05-26,5,SABESP,1353007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,52.49,0.06,52.43,73441
40,2009,43776517000180,1623351,408718,0,2009-06-25,6,SABESP,1354007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,52.42,0.0,52.42,73441
41,2009,43776517000180,1648782,416093,0,2009-07-21,7,SABESP,1355007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,52.42,0.0,52.42,73441
42,2009,43776517000180,1668713,422055,0,2009-08-20,8,SABESP,1356007131851082009,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,52.42,0.0,52.42,73441
43,2009,43776517000180,1691614,428720,0,2009-09-19,9,SABESP,1357007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,53.1,0.0,53.1,73441
44,2009,43776517000180,1729074,439643,0,2009-10-20,10,SABESP,1358007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,54.74,0.0,54.74,73441
45,2009,43776517000180,1747236,445243,0,2009-11-16,11,SABESP,1359007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,55.98,1.24,54.74,73441
46,2009,43776517000180,1756625,448006,0,2009-12-16,12,SABESP,1360007131851,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,54.74,0.0,54.74,73441
47,2009,10279350872,1566191,389481,1,2009-03-24,3,SIGUERU IAMAMOTO,03/2009,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1200.0,0.0,1200.0,73441
48,2009,10279350872,1585782,396093,1,2009-04-24,4,SIGUERU IAMAMOTO,04/2009,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1200.0,0.0,1200.0,73441
49,2009,10279350872,1609908,404469,1,2009-05-25,5,SIGUERU IAMAMOTO,05/2009,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1200.0,0.0,1200.0,73441
50,2009,10279350872,1629403,410626,1,2009-06-24,6,SIGUERU IAMAMOTO,06/2009,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1260.0,0.0,1260.0,73441
51,2009,10279350872,1648779,416093,1,2009-07-24,7,SIGUERU IAMAMOTO,07/09,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1500.0,0.0,1500.0,73441
52,2009,10279350872,1668470,421926,1,2009-08-27,8,SIGUERU IAMAMOTO,08/09,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1500.0,0.0,1500.0,73441
53,2009,10279350872,1707190,433205,1,2009-10-06,9,SIGUERU IAMAMOTO,09/2009,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1500.0,0.0,1500.0,73441
54,2009,10279350872,1771429,452108,1,2010-01-11,12,SIGUERU IAMAMOTO,12/2009,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1500.0,0.0,1500.0,73441
55,2009,10279350872,1729062,439643,1,2009-10-28,10,SIGUERU IAMAMOTO,S/N,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1500.0,0.0,1500.0,73441
56,2009,10279350872,1756574,448007,1,2009-11-26,11,SIGUERU IAMAMOTO,s/n,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,1500.0,0.0,1500.0,73441
57,2009,02558157000162,1617634,406971,0,2009-06-18,6,TELEFONICA,1100001658106,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,1460.26,0.0,1460.26,73441
58,2009,02558157000162,1658828,419016,0,2009-08-19,8,TELEFONICA,110001636791,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,166.27,0.0,166.27,73441
59,2009,02558157000162,1691616,428720,0,2009-09-18,9,TELEFONICA,110001637546,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,121.0,0.0,121.0,73441
60,2009,02558157000162,1648785,416093,0,2009-07-19,7,TELEFONICA,110001648550,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,508.77,0.0,508.77,73441
61,2009,02558157000162,1613729,405781,0,2009-05-19,5,TELEFONICA,110001664769,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,1082.44,0.0,1082.44,73441
62,2009,02558157000162,1578347,393486,0,2009-04-17,4,TELEFONICA,110001671577,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,1198.63,21.76,1176.87,73441
63,2009,02558157000162,1566193,389481,0,2009-03-18,3,TELEFONICA,110001682929,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,1035.49,0.0,1035.49,73441
64,2009,02558157000162,1673665,423505,0,2009-08-27,8,TELEFONICA,110002066968,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,1269.76,0.0,1269.76,73441
65,2009,02558157000162,1673627,423504,0,2009-08-27,8,TELEFONICA,110002067092,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,582.34,0.0,582.34,73441
66,2009,02558157000162,1673646,423505,0,2009-08-27,8,TELEFONICA,110002067261,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,402.17,0.0,402.17,73441
67,2009,02558157000162,1648787,416093,0,2009-07-27,7,TELEFONICA,110002081944,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,1189.64,0.0,1189.64,73441
68,2009,02558157000162,1648790,416093,0,2009-07-27,7,TELEFONICA,110002082070,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,559.91,0.0,559.91,73441
69,2009,02558157000162,1648809,416094,0,2009-07-27,7,TELEFONICA,110002082240,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,416.38,0.0,416.38,73441
70,2009,02558157000162,1623377,408718,0,2009-06-27,6,TELEFONICA,110002096254,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,775.47,0.0,775.47,73441
71,2009,02558157000162,1623386,408718,0,2009-06-27,6,TELEFONICA,110002096381,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,219.23,0.0,219.23,73441
72,2009,02558157000162,1623358,408718,0,2009-06-27,6,TELEFONICA,110002096555,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,502.11,0.0,502.11,73441
73,2009,02558157000162,1613736,405781,0,2009-05-27,5,TELEFONICA,110002105216,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,773.53,0.0,773.53,73441
74,2009,02558157000162,1609907,404469,0,2009-05-27,5,TELEFONICA,110002105344,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,149.14,0.0,149.14,73441
75,2009,02558157000162,1613731,405781,0,2009-05-27,5,TELEFONICA,110002105522,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,634.85,0.0,634.85,73441
76,2009,02558157000162,1585683,396058,0,2009-04-27,4,TELEFONICA,110002116874,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,742.67,16.06,726.61,73441
77,2009,02558157000162,1585704,396058,0,2009-04-27,4,TELEFONICA,110002117004,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,173.41,2.79,170.62,73441
78,2009,02558157000162,1585698,396058,0,2009-04-27,4,TELEFONICA,110002117184,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,600.28,11.2,589.08,73441
79,2009,02558157000162,1573057,391817,0,2009-03-27,3,TELEFONICA,110002125686,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,717.97,0.0,717.97,73441
80,2009,02558157000162,1573055,391817,0,2009-03-27,3,TELEFONICA,110002125816,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,124.82,0.0,124.82,73441
81,2009,02558157000162,1573050,391817,0,2009-03-27,3,TELEFONICA,110002125997,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,500.85,0.0,500.85,73441
82,2009,02558157000162,1673633,423504,0,2009-08-27,8,TELEFONICA,110002165313,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,237.57,0.0,237.57,73441
83,2009,02558157000162,1648793,416093,0,2009-07-27,7,TELEFONICA,110002180942,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,364.3,0.0,364.3,73441
84,2009,02558157000162,1623375,408718,0,2009-06-27,6,TELEFONICA,110002196166,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,403.07,0.0,403.07,73441
85,2009,02558157000162,1673639,423505,0,2009-08-27,8,TELEFONICA,110002203096,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,123.21,0.0,123.21,73441
86,2009,02558157000162,1613724,405781,0,2009-05-27,5,TELEFONICA,110002205949,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,378.18,0.0,378.18,73441
87,2009,02558157000162,1585685,396058,0,2009-04-27,4,TELEFONICA,110002218556,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,396.43,4.77,391.66,73441
88,2009,02558157000162,1648816,416094,0,2009-07-27,7,TELEFONICA,110002218837,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,143.27,0.0,143.27,73441
89,2009,02558157000162,1573053,391817,0,2009-03-27,3,TELEFONICA,110002228077,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,213.38,0.0,213.38,73441
90,2009,02558157000162,1623362,408718,0,2009-06-27,6,TELEFONICA,110002234560,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,181.86,0.0,181.86,73441
91,2009,02558157000162,1613722,405781,0,2009-05-27,5,TELEFONICA,110002244679,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,202.68,5.07,197.61,73441
92,2009,02558157000162,1585692,396058,0,2009-04-27,4,TELEFONICA,110002257784,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,216.84,0.0,216.84,73441
93,2009,02558157000162,1585978,396177,0,2009-03-27,3,TELEFONICA,110002267603,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,171.58,0.0,171.58,73441
94,2009,04206050005140,1648882,416095,0,2009-07-14,7,TIM,000014684ab,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,235.17,0.0,235.17,73441
95,2009,04206050005140,1648878,416089,0,2009-06-14,6,TIM,000040874aa,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,278.49,0.0,278.49,73441
96,2009,33530486000129,1673653,423505,0,2009-08-24,8,VIA EMBRATEL,000171648,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,36.58,0.0,36.58,73441
97,2009,01028331000100,1613711,405784,0,2009-06-02,6,AEROPARK,002555,,0,"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM",Nota Fiscal,,3.5,0.0,3.5,73441
98,2009,60909215000585,1570438,390986,0,2009-04-11,4,ALMANARA,197226,,0,"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM",Nota Fiscal,,70.3,0.0,70.3,73441
99,2009,60909215000585,1609874,404470,0,2009-06-07,6,ALMANARA,211038,,0,"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM",Nota Fiscal,,60.45,0.0,60.45,73441
100,2009,60909215000666,1668849,419005,0,2009-06-27,6,ALMANARA,104451,,0,"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM",Nota Fiscal,,60.5,0.0,60.5,73441
101,2009,42591651056874,1613797,405781,0,2009-05-10,5,ARCOS DOURADOS,183248,,0,"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM",Nota Fiscal,,12.0,0.0,12.0,73441
102,2009,00883713000140,1617199,406964,0,2009-05-20,5,ASIA COMERCIO ALIMENTOS,089697,,0,"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM",Nota Fiscal,,54.2,0.0,54.2,73441
103,2010,61695227000193,1911638,491254,0,2010-06-08,6,AES ELETROPAULO,003731091,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,21.08,8.83,12.25,73441
104,2010,61695227000193,1968722,507124,0,2010-11-06,11,AES ELETROPAULO,003989740,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,9.22,3.05,6.17,73441
105,2010,61695227000193,1812922,464407,0,2010-03-08,3,AES ELETROPAULO,004534883,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,14.87,0.0,14.87,73441
106,2010,61695227000193,1933539,497036,0,2010-09-08,9,ELETROPAULO,003686080,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,6.9,0.0,6.9,73441
107,2010,61695227000193,1771433,452112,0,2010-01-08,1,ELETROPAULO,004192576,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,14.31,9.55,4.76,73441
108,2010,33530486000129,1808777,463347,0,2010-01-24,1,EMBRATEL,000171693,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,14.01,0.0,14.01,73441
109,2010,54651716001150,1833962,470401,0,2010-04-07,4,GIMBA SUPRIMENTOS,313445,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,201.73,0.0,201.73,73441
110,2010,43283811001393,1808737,463353,0,2010-03-10,3,KALUNGA,950798,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,33.28,9.1,24.18,73441
111,2010,00540252000103,1866667,479399,0,2010-06-07,6,PAPELARIA ABC,067338,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,495.14,0.0,495.14,73441
112,2010,00540252000103,1833975,470401,0,2010-04-27,4,PAPELARIA ABC,176827,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,296.7,74.33,222.37,73441
113,2010,46395000000139,1840735,472302,1,2010-02-20,2,PREFEITURA DE SÃO PAULO,04616900426/0210,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Recibos/Outros,,986.35,0.0,986.35,73441
114,2010,61244174000194,1827308,468725,0,2010-04-08,4,RELEVO ARAUJO ,00007970,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,3000.0,0.0,3000.0,73441
115,2010,61244174000194,1920601,493572,0,2010-06-11,6,RELEVO ARAUJO,032669,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,3000.0,0.0,3000.0,73441
116,2010,61244174000194,1775996,453590,0,2010-02-05,2,RELEVO ARAUJO IND. GRÁFICAS,00007823,,0,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,,1500.0,0.0,1500.0,73441
